ticket_id,title,description,category,component,issue_type,severity,priority,status,assigned_team,environment,resolution,created_date,steps_to_reproduce
ITS-00371,Web App failover did not trigger,"Hi, I need help. Web App keeps failover did not trigger. Started yesterday. I'm on Windows 11.",Incident,Web App,Incident,Medium,Medium,Resolved,Help Desk,Windows 11,Restarted affected services. Verified with user that issue is fixed.,2025-08-26,"1. Open Web App
2. Attempt normal operation
3. Observe: failover did not trigger"
ITS-00372,SSO group membership change needed,Urgent: SSO - group membership change needed. Multiple users reporting similar issues. Environment is Windows 11.,Account,SSO,Question,Low,Low,In Progress,IT Operations,Windows 11,,2025-02-03,"1. Open SSO
2. Attempt normal operation
3. Observe: group membership change needed"
ITS-00373,Teams problem: compatibility issue,The Teams has been compatibility issue for the past few hours. OS: macOS 14. Please help.,Software,Teams,Service Request,Medium,Medium,Open,Network Engineering,macOS 14,,2025-07-22,"1. Open Teams
2. Attempt normal operation
3. Observe: compatibility issue"
ITS-00374,MFA problem: account locked out,Issue with MFA: account locked out. This is affecting my work. Running on macOS 14.,Account,MFA,Question,Low,Low,Open,Network Engineering,macOS 14,,2025-04-05,"1. Open MFA
2. Attempt normal operation
3. Observe: account locked out"
ITS-00375,[Incident] Email Server - scheduled maintenance overran window,Urgent: Email Server - scheduled maintenance overran window. Multiple users reporting similar issues. Environment is macOS 14.,Incident,Email Server,Incident,Low,Low,In Progress,DevOps,macOS 14,,2025-08-22,"1. Open Email Server
2. Attempt normal operation
3. Observe: scheduled maintenance overran window"
ITS-00376,Keyboard problem: blue screen of death,The Keyboard has been blue screen of death for the past few hours. OS: Windows 10. Please help.,Hardware,Keyboard,Service Request,Low,Low,Closed,IT Operations,Windows 10,Ordered replacement unit. Verified with user that issue is fixed.,2025-05-19,"1. Open Keyboard
2. Attempt normal operation
3. Observe: blue screen of death"
ITS-00377,Docking Station problem: overheating,Issue with Docking Station: overheating. This is affecting my work. Running on Ubuntu 22.04.,Hardware,Docking Station,Bug,High,High,Open,Security,Ubuntu 22.04,,2025-12-14,"1. Open Docking Station
2. Attempt normal operation
3. Observe: overheating"
ITS-00378,Docking Station problem: not turning on,Urgent: Docking Station - not turning on. Multiple users reporting similar issues. Environment is Windows 11.,Hardware,Docking Station,Service Request,Medium,Medium,Resolved,DevOps,Windows 11,Cleaned internal fans. Verified with user that issue is fixed.,2025-12-16,"1. Open Docking Station
2. Attempt normal operation
3. Observe: not turning on"
ITS-00379,Load Balancer disk space critical on production server,The Load Balancer has been disk space critical on production server for the past few hours. OS: Ubuntu 22.04. Please help.,Incident,Load Balancer,Incident,Medium,Medium,Open,Network Engineering,Ubuntu 22.04,,2025-06-09,"1. Open Load Balancer
2. Attempt normal operation
3. Observe: disk space critical on production server"
ITS-00380,[Hardware] Laptop - USB ports not working,"Hi, I need help. Laptop keeps USB ports not working. Started yesterday. I'm on Windows 11.",Hardware,Laptop,Service Request,Low,Low,Closed,Network Engineering,Windows 11,Ordered replacement unit. Verified with user that issue is fixed.,2025-02-11,"1. Open Laptop
2. Attempt normal operation
3. Observe: USB ports not working"
ITS-00381,Load Balancer scheduled maintenance overran window,Issue with Load Balancer: scheduled maintenance overran window. This is affecting my work. Running on macOS 14.,Incident,Load Balancer,Incident,Medium,Medium,Resolved,Security,macOS 14,Re-ran backup with increased timeout. Verified with user that issue is fixed.,2025-11-11,"1. Open Load Balancer
2. Attempt normal operation
3. Observe: scheduled maintenance overran window"
ITS-00382,Printer not connecting to docking station,"Hi, I need help. Printer keeps not connecting to docking station. Started yesterday. I'm on Windows 11.",Hardware,Printer,Bug,Low,Low,Open,IT Operations,Windows 11,,2025-05-27,"1. Open Printer
2. Attempt normal operation
3. Observe: not connecting to docking station"
ITS-00383,[Network] VPN - IP conflict,The VPN has been IP conflict for the past few hours. OS: macOS 14. Please help.,Network,VPN,Bug,Medium,Medium,Closed,IT Operations,macOS 14,Updated VPN client. Verified with user that issue is fixed.,2025-02-18,"1. Open VPN
2. Attempt normal operation
3. Observe: IP conflict"
ITS-00384,Load Balancer problem: degraded performance across region,Urgent: Load Balancer - degraded performance across region. Multiple users reporting similar issues. Environment is Chrome OS.,Incident,Load Balancer,Incident,High,High,Closed,IT Operations,Chrome OS,Scaled up server resources. Verified with user that issue is fixed.,2025-10-25,"1. Open Load Balancer
2. Attempt normal operation
3. Observe: degraded performance across region"
ITS-00385,API Gateway problem: SSL certificate expired,The API Gateway has been SSL certificate expired for the past few hours. OS: Windows 10. Please help.,Incident,API Gateway,Incident,Low,Low,In Progress,Help Desk,Windows 10,,2025-04-12,"1. Open API Gateway
2. Attempt normal operation
3. Observe: SSL certificate expired"
ITS-00386,[Network] Proxy - cannot reach specific websites,The Proxy has been cannot reach specific websites for the past few hours. OS: Ubuntu 22.04. Please help.,Network,Proxy,Question,Medium,Medium,In Progress,Network Engineering,Ubuntu 22.04,,2025-06-17,"1. Open Proxy
2. Attempt normal operation
3. Observe: cannot reach specific websites"
ITS-00387,[Hardware] Mouse - battery not charging,The Mouse has been battery not charging for the past few hours. OS: Windows 11. Please help.,Hardware,Mouse,Question,Medium,Medium,Closed,Network Engineering,Windows 11,Replaced faulty component. Verified with user that issue is fixed.,2025-11-15,"1. Open Mouse
2. Attempt normal operation
3. Observe: battery not charging"
ITS-00388,Web App problem: disk space critical on production server,My Web App is disk space critical on production server. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Incident,Web App,Incident,Low,Low,Resolved,Security,Ubuntu 22.04,Blocked IP and reviewed access logs. Verified with user that issue is fixed.,2025-06-12,"1. Open Web App
2. Attempt normal operation
3. Observe: disk space critical on production server"
ITS-00389,VPN problem: DNS resolution failure,"Hi, I need help. VPN keeps DNS resolution failure. Started yesterday. I'm on Windows 10.",Network,VPN,Service Request,Low,Low,In Progress,Security,Windows 10,,2025-02-19,"1. Open VPN
2. Attempt normal operation
3. Observe: DNS resolution failure"
ITS-00390,Active Directory problem: password expired,Urgent: Active Directory - password expired. Multiple users reporting similar issues. Environment is Windows 10.,Account,Active Directory,Question,Medium,Medium,Closed,Help Desk,Windows 10,Re-enrolled MFA device. Verified with user that issue is fixed.,2025-07-22,"1. Open Active Directory
2. Attempt normal operation
3. Observe: password expired"
ITS-00391,[Software] Outlook - cannot login,"Hi, I need help. Outlook keeps cannot login. Started yesterday. I'm on Chrome OS.",Software,Outlook,Bug,Medium,Medium,In Progress,Network Engineering,Chrome OS,,2025-05-23,"1. Open Outlook
2. Attempt normal operation
3. Observe: cannot login"
ITS-00392,[Account] Password - account locked out,"Hi, I need help. Password keeps account locked out. Started yesterday. I'm on Chrome OS.",Account,Password,Service Request,High,High,Closed,Help Desk,Chrome OS,Updated group memberships. Verified with user that issue is fixed.,2025-04-27,"1. Open Password
2. Attempt normal operation
3. Observe: account locked out"
ITS-00393,Web App failover did not trigger,My Web App is failover did not trigger. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Incident,Web App,Incident,Critical,Critical,Closed,IT Operations,Ubuntu 22.04,Blocked IP and reviewed access logs. Verified with user that issue is fixed.,2025-04-18,"1. Open Web App
2. Attempt normal operation
3. Observe: failover did not trigger"
ITS-00394,Desktop keyboard keys stuck,The Desktop has been keyboard keys stuck for the past few hours. OS: Windows 10. Please help.,Hardware,Desktop,Service Request,Low,Low,Closed,Network Engineering,Windows 10,Replaced faulty component. Verified with user that issue is fixed.,2025-03-20,"1. Open Desktop
2. Attempt normal operation
3. Observe: keyboard keys stuck"
ITS-00395,Salesforce plugin not working,My Salesforce is plugin not working. I've been experiencing this since this morning. Environment: Chrome OS.,Software,Salesforce,Service Request,Medium,Medium,Open,Network Engineering,Chrome OS,,2025-12-02,"1. Open Salesforce
2. Attempt normal operation
3. Observe: plugin not working"
ITS-00396,Desktop no display output,My Desktop is no display output. I've been experiencing this since this morning. Environment: Windows 11.,Hardware,Desktop,Service Request,Medium,Medium,Closed,Help Desk,Windows 11,Ordered replacement unit. Verified with user that issue is fixed.,2025-11-28,"1. Open Desktop
2. Attempt normal operation
3. Observe: no display output"
ITS-00397,Email Server memory exhaustion on app server,Issue with Email Server: memory exhaustion on app server. This is affecting my work. Running on Chrome OS.,Incident,Email Server,Incident,Medium,Medium,Open,Help Desk,Chrome OS,,2025-08-25,"1. Open Email Server
2. Attempt normal operation
3. Observe: memory exhaustion on app server"
ITS-00398,[Account] Active Directory - cannot access shared mailbox,The Active Directory has been cannot access shared mailbox for the past few hours. OS: Windows 11. Please help.,Account,Active Directory,Question,Medium,Medium,In Progress,DevOps,Windows 11,,2025-06-20,"1. Open Active Directory
2. Attempt normal operation
3. Observe: cannot access shared mailbox"
ITS-00399,[Software] Teams - missing features after update,My Teams is missing features after update. I've been experiencing this since this morning. Environment: macOS 14.,Software,Teams,Question,Low,Low,Open,Network Engineering,macOS 14,,2025-04-11,"1. Open Teams
2. Attempt normal operation
3. Observe: missing features after update"
ITS-00400,[Software] Teams - cannot login,Urgent: Teams - cannot login. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Software,Teams,Question,Medium,Medium,Open,Network Engineering,Ubuntu 22.04,,2025-03-24,"1. Open Teams
2. Attempt normal operation
3. Observe: cannot login"
ITS-00401,[Hardware] Desktop - slow performance,My Desktop is slow performance. I've been experiencing this since this morning. Environment: macOS 14.,Hardware,Desktop,Question,Medium,Medium,In Progress,Network Engineering,macOS 14,,2025-08-12,"1. Open Desktop
2. Attempt normal operation
3. Observe: slow performance"
ITS-00402,API Gateway memory exhaustion on app server,"Hi, I need help. API Gateway keeps memory exhaustion on app server. Started yesterday. I'm on macOS 14.",Incident,API Gateway,Incident,High,High,Closed,DevOps,macOS 14,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,2025-02-21,"1. Open API Gateway
2. Attempt normal operation
3. Observe: memory exhaustion on app server"
ITS-00403,Web App disk space critical on production server,My Web App is disk space critical on production server. I've been experiencing this since this morning. Environment: Chrome OS.,Incident,Web App,Incident,Critical,Critical,Closed,Security,Chrome OS,Blocked IP and reviewed access logs. Verified with user that issue is fixed.,2025-07-20,"1. Open Web App
2. Attempt normal operation
3. Observe: disk space critical on production server"
ITS-00404,[Hardware] Printer - slow performance,Urgent: Printer - slow performance. Multiple users reporting similar issues. Environment is macOS 14.,Hardware,Printer,Question,Medium,Medium,Closed,Help Desk,macOS 14,Reseated RAM modules. Verified with user that issue is fixed.,2025-10-24,"1. Open Printer
2. Attempt normal operation
3. Observe: slow performance"
ITS-00405,[Software] VPN - update failed,My VPN is update failed. I've been experiencing this since this morning. Environment: macOS 14.,Software,VPN,Bug,Low,Low,Resolved,DevOps,macOS 14,Rolled back to previous version. Verified with user that issue is fixed.,2025-03-28,"1. Open VPN
2. Attempt normal operation
3. Observe: update failed"
ITS-00406,API Gateway SSL certificate expired,Issue with API Gateway: SSL certificate expired. This is affecting my work. Running on Windows 10.,Incident,API Gateway,Incident,Medium,Medium,In Progress,Network Engineering,Windows 10,,2025-05-25,"1. Open API Gateway
2. Attempt normal operation
3. Observe: SSL certificate expired"
ITS-00407,[Incident] Load Balancer - scheduled maintenance overran window,Urgent: Load Balancer - scheduled maintenance overran window. Multiple users reporting similar issues. Environment is Windows 10.,Incident,Load Balancer,Incident,Medium,Medium,Resolved,Help Desk,Windows 10,Applied emergency patch. Verified with user that issue is fixed.,2025-11-24,"1. Open Load Balancer
2. Attempt normal operation
3. Observe: scheduled maintenance overran window"
ITS-00408,Laptop problem: overheating,My Laptop is overheating. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Hardware,Laptop,Bug,High,High,Open,DevOps,Ubuntu 22.04,,2025-10-21,"1. Open Laptop
2. Attempt normal operation
3. Observe: overheating"
ITS-00409,Firewall VPN connection drops,Issue with Firewall: VPN connection drops. This is affecting my work. Running on macOS 14.,Network,Firewall,Question,Medium,Medium,Closed,IT Operations,macOS 14,Updated VPN client. Verified with user that issue is fixed.,2025-10-04,"1. Open Firewall
2. Attempt normal operation
3. Observe: VPN connection drops"
ITS-00410,Outlook cannot login,"Hi, I need help. Outlook keeps cannot login. Started yesterday. I'm on Chrome OS.",Software,Outlook,Bug,Medium,Medium,Resolved,IT Operations,Chrome OS,Configured firewall exceptions. Verified with user that issue is fixed.,2025-06-13,"1. Open Outlook
2. Attempt normal operation
3. Observe: cannot login"
ITS-00411,[Network] VPN - intermittent disconnections,My VPN is intermittent disconnections. I've been experiencing this since this morning. Environment: macOS 14.,Network,VPN,Service Request,Medium,Medium,Open,Help Desk,macOS 14,,2025-07-23,"1. Open VPN
2. Attempt normal operation
3. Observe: intermittent disconnections"
ITS-00412,SSO problem: new hire needs account setup,The SSO has been new hire needs account setup for the past few hours. OS: Windows 10. Please help.,Account,SSO,Question,High,High,In Progress,DevOps,Windows 10,,2025-04-24,"1. Open SSO
2. Attempt normal operation
3. Observe: new hire needs account setup"
ITS-00413,Active Directory problem: cannot access shared mailbox,My Active Directory is cannot access shared mailbox. I've been experiencing this since this morning. Environment: Chrome OS.,Account,Active Directory,Service Request,Medium,Medium,In Progress,Help Desk,Chrome OS,,2025-09-20,"1. Open Active Directory
2. Attempt normal operation
3. Observe: cannot access shared mailbox"
ITS-00414,MFA account locked out,Urgent: MFA - account locked out. Multiple users reporting similar issues. Environment is Chrome OS.,Account,MFA,Question,Low,Low,In Progress,Security,Chrome OS,,2025-05-27,"1. Open MFA
2. Attempt normal operation
3. Observe: account locked out"
ITS-00415,Laptop fan making loud noise,"Hi, I need help. Laptop keeps fan making loud noise. Started yesterday. I'm on Chrome OS.",Hardware,Laptop,Service Request,Low,Low,Resolved,Help Desk,Chrome OS,Replaced battery. Verified with user that issue is fixed.,2025-08-24,"1. Open Laptop
2. Attempt normal operation
3. Observe: fan making loud noise"
ITS-00416,Printer fan making loud noise,Issue with Printer: fan making loud noise. This is affecting my work. Running on Chrome OS.,Hardware,Printer,Service Request,Critical,Critical,Closed,Network Engineering,Chrome OS,Performed hardware diagnostic. Verified with user that issue is fixed.,2025-03-14,"1. Open Printer
2. Attempt normal operation
3. Observe: fan making loud noise"
ITS-00417,SSO SSO login loop,"Hi, I need help. SSO keeps SSO login loop. Started yesterday. I'm on macOS 14.",Account,SSO,Bug,Medium,Medium,Closed,DevOps,macOS 14,Unlocked account in AD. Verified with user that issue is fixed.,2025-07-25,"1. Open SSO
2. Attempt normal operation
3. Observe: SSO login loop"
ITS-00418,DNS proxy authentication error,Issue with DNS: proxy authentication error. This is affecting my work. Running on Windows 10.,Network,DNS,Service Request,Low,Low,Resolved,Help Desk,Windows 10,Reset network adapter. Verified with user that issue is fixed.,2025-04-27,"1. Open DNS
2. Attempt normal operation
3. Observe: proxy authentication error"
ITS-00419,SSO account deactivation request,Issue with SSO: account deactivation request. This is affecting my work. Running on Ubuntu 22.04.,Account,SSO,Question,Low,Low,Open,IT Operations,Ubuntu 22.04,,2025-10-08,"1. Open SSO
2. Attempt normal operation
3. Observe: account deactivation request"
ITS-00420,Antivirus slow loading,"Hi, I need help. Antivirus keeps slow loading. Started yesterday. I'm on Chrome OS.",Software,Antivirus,Service Request,Medium,Medium,Closed,IT Operations,Chrome OS,Reinstalled application. Verified with user that issue is fixed.,2025-01-21,"1. Open Antivirus
2. Attempt normal operation
3. Observe: slow loading"
ITS-00421,SAP problem: not syncing properly,The SAP has been not syncing properly for the past few hours. OS: Windows 11. Please help.,Software,SAP,Bug,Low,Low,Open,Network Engineering,Windows 11,,2025-03-19,"1. Open SAP
2. Attempt normal operation
3. Observe: not syncing properly"
ITS-00422,Mouse battery not charging,Urgent: Mouse - battery not charging. Multiple users reporting similar issues. Environment is macOS 14.,Hardware,Mouse,Service Request,Medium,Medium,Open,DevOps,macOS 14,,2025-05-21,"1. Open Mouse
2. Attempt normal operation
3. Observe: battery not charging"
ITS-00423,Email Server unauthorized access attempt detected,Urgent: Email Server - unauthorized access attempt detected. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Incident,Email Server,Incident,Low,Low,Open,Help Desk,Ubuntu 22.04,,2025-02-06,"1. Open Email Server
2. Attempt normal operation
3. Observe: unauthorized access attempt detected"
ITS-00424,Active Directory permission denied,The Active Directory has been permission denied for the past few hours. OS: Chrome OS. Please help.,Account,Active Directory,Question,Low,Low,Open,DevOps,Chrome OS,,2025-04-11,"1. Open Active Directory
2. Attempt normal operation
3. Observe: permission denied"
ITS-00425,Keyboard problem: USB ports not working,"Hi, I need help. Keyboard keeps USB ports not working. Started yesterday. I'm on Windows 11.",Hardware,Keyboard,Question,High,High,Closed,IT Operations,Windows 11,Reseated RAM modules. Verified with user that issue is fixed.,2025-08-12,"1. Open Keyboard
2. Attempt normal operation
3. Observe: USB ports not working"
ITS-00426,Laptop problem: cracked screen,Issue with Laptop: cracked screen. This is affecting my work. Running on macOS 14.,Hardware,Laptop,Service Request,Medium,Medium,Resolved,Network Engineering,macOS 14,Cleaned internal fans. Verified with user that issue is fixed.,2025-11-03,"1. Open Laptop
2. Attempt normal operation
3. Observe: cracked screen"
ITS-00427,Printer fan making loud noise,"Hi, I need help. Printer keeps fan making loud noise. Started yesterday. I'm on Ubuntu 22.04.",Hardware,Printer,Service Request,High,High,In Progress,IT Operations,Ubuntu 22.04,,2025-05-11,"1. Open Printer
2. Attempt normal operation
3. Observe: fan making loud noise"
ITS-00428,DNS intermittent disconnections,The DNS has been intermittent disconnections for the past few hours. OS: Ubuntu 22.04. Please help.,Network,DNS,Bug,Low,Low,Open,DevOps,Ubuntu 22.04,,2025-07-26,"1. Open DNS
2. Attempt normal operation
3. Observe: intermittent disconnections"
ITS-00429,[Hardware] Docking Station - freezing randomly,My Docking Station is freezing randomly. I've been experiencing this since this morning. Environment: Chrome OS.,Hardware,Docking Station,Service Request,Critical,Critical,Open,Security,Chrome OS,,2025-06-05,"1. Open Docking Station
2. Attempt normal operation
3. Observe: freezing randomly"
ITS-00430,Teams problem: slow loading,Urgent: Teams - slow loading. Multiple users reporting similar issues. Environment is Windows 11.,Software,Teams,Question,High,High,Resolved,Security,Windows 11,Applied latest patch. Verified with user that issue is fixed.,2025-11-13,"1. Open Teams
2. Attempt normal operation
3. Observe: slow loading"
ITS-00431,SAP problem: error code 0x80070005,"Hi, I need help. SAP keeps error code 0x80070005. Started yesterday. I'm on Windows 10.",Software,SAP,Bug,Critical,Critical,In Progress,Security,Windows 10,,2025-06-24,"1. Open SAP
2. Attempt normal operation
3. Observe: error code 0x80070005"
ITS-00432,VPN problem: memory leak causing slowdown,"Hi, I need help. VPN keeps memory leak causing slowdown. Started yesterday. I'm on Windows 11.",Software,VPN,Bug,Medium,Medium,In Progress,Security,Windows 11,,2025-04-10,"1. Open VPN
2. Attempt normal operation
3. Observe: memory leak causing slowdown"
ITS-00433,[Software] VPN - missing features after update,Issue with VPN: missing features after update. This is affecting my work. Running on Chrome OS.,Software,VPN,Service Request,Medium,Medium,Resolved,DevOps,Chrome OS,Reset user profile. Verified with user that issue is fixed.,2025-02-10,"1. Open VPN
2. Attempt normal operation
3. Observe: missing features after update"
ITS-00434,SSO problem: group membership change needed,The SSO has been group membership change needed for the past few hours. OS: Chrome OS. Please help.,Account,SSO,Bug,Medium,Medium,Resolved,Security,Chrome OS,Updated group memberships. Verified with user that issue is fixed.,2025-03-20,"1. Open SSO
2. Attempt normal operation
3. Observe: group membership change needed"
ITS-00435,Password group membership change needed,Urgent: Password - group membership change needed. Multiple users reporting similar issues. Environment is Windows 11.,Account,Password,Question,Low,Low,Resolved,Network Engineering,Windows 11,Granted appropriate permissions. Verified with user that issue is fixed.,2025-01-28,"1. Open Password
2. Attempt normal operation
3. Observe: group membership change needed"
ITS-00436,MFA problem: SSO login loop,Issue with MFA: SSO login loop. This is affecting my work. Running on Windows 10.,Account,MFA,Service Request,Low,Low,Open,IT Operations,Windows 10,,2025-08-15,"1. Open MFA
2. Attempt normal operation
3. Observe: SSO login loop"
ITS-00437,MFA problem: permission denied,Urgent: MFA - permission denied. Multiple users reporting similar issues. Environment is Chrome OS.,Account,MFA,Question,Medium,Medium,Closed,DevOps,Chrome OS,Reset password and synced. Verified with user that issue is fixed.,2025-01-12,"1. Open MFA
2. Attempt normal operation
3. Observe: permission denied"
ITS-00438,SSO problem: permission denied,My SSO is permission denied. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Account,SSO,Service Request,Medium,Medium,Closed,DevOps,Ubuntu 22.04,Unlocked account in AD. Verified with user that issue is fixed.,2025-02-17,"1. Open SSO
2. Attempt normal operation
3. Observe: permission denied"
ITS-00439,Laptop not turning on,My Laptop is not turning on. I've been experiencing this since this morning. Environment: Windows 11.,Hardware,Laptop,Question,Medium,Medium,Open,Help Desk,Windows 11,,2025-12-21,"1. Open Laptop
2. Attempt normal operation
3. Observe: not turning on"
ITS-00440,Proxy intermittent disconnections,"Hi, I need help. Proxy keeps intermittent disconnections. Started yesterday. I'm on Windows 11.",Network,Proxy,Question,Medium,Medium,In Progress,Help Desk,Windows 11,,2025-03-20,"1. Open Proxy
2. Attempt normal operation
3. Observe: intermittent disconnections"
ITS-00441,Email Server disk space critical on production server,The Email Server has been disk space critical on production server for the past few hours. OS: Windows 10. Please help.,Incident,Email Server,Incident,High,High,In Progress,IT Operations,Windows 10,,2025-02-19,"1. Open Email Server
2. Attempt normal operation
3. Observe: disk space critical on production server"
ITS-00442,Docking Station problem: fan making loud noise,My Docking Station is fan making loud noise. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Hardware,Docking Station,Service Request,Medium,Medium,Closed,Security,Ubuntu 22.04,Replaced faulty component. Verified with user that issue is fixed.,2025-07-13,"1. Open Docking Station
2. Attempt normal operation
3. Observe: fan making loud noise"
ITS-00443,[Software] Office 365 - slow loading,My Office 365 is slow loading. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Software,Office 365,Question,Low,Low,In Progress,Help Desk,Ubuntu 22.04,,2025-06-11,"1. Open Office 365
2. Attempt normal operation
3. Observe: slow loading"
ITS-00444,Password new hire needs account setup,"Hi, I need help. Password keeps new hire needs account setup. Started yesterday. I'm on Ubuntu 22.04.",Account,Password,Question,Medium,Medium,Resolved,Network Engineering,Ubuntu 22.04,Updated group memberships. Verified with user that issue is fixed.,2025-11-23,"1. Open Password
2. Attempt normal operation
3. Observe: new hire needs account setup"
ITS-00445,[Network] Proxy - cannot reach specific websites,Issue with Proxy: cannot reach specific websites. This is affecting my work. Running on Ubuntu 22.04.,Network,Proxy,Bug,High,High,In Progress,DevOps,Ubuntu 22.04,,2025-05-13,"1. Open Proxy
2. Attempt normal operation
3. Observe: cannot reach specific websites"
ITS-00446,[Network] Firewall - network drive not mapping,The Firewall has been network drive not mapping for the past few hours. OS: Windows 11. Please help.,Network,Firewall,Bug,Medium,Medium,In Progress,Help Desk,Windows 11,,2025-11-02,"1. Open Firewall
2. Attempt normal operation
3. Observe: network drive not mapping"
ITS-00447,[Hardware] Printer - screen flickering,"Hi, I need help. Printer keeps screen flickering. Started yesterday. I'm on Ubuntu 22.04.",Hardware,Printer,Bug,Low,Low,Resolved,Security,Ubuntu 22.04,Updated BIOS firmware. Verified with user that issue is fixed.,2025-12-04,"1. Open Printer
2. Attempt normal operation
3. Observe: screen flickering"
ITS-00448,Mouse problem: fan making loud noise,Issue with Mouse: fan making loud noise. This is affecting my work. Running on macOS 14.,Hardware,Mouse,Bug,Low,Low,Resolved,Network Engineering,macOS 14,Updated device drivers. Verified with user that issue is fixed.,2025-03-16,"1. Open Mouse
2. Attempt normal operation
3. Observe: fan making loud noise"
ITS-00449,[Hardware] Mouse - not turning on,My Mouse is not turning on. I've been experiencing this since this morning. Environment: macOS 14.,Hardware,Mouse,Bug,High,High,Open,Security,macOS 14,,2025-03-23,"1. Open Mouse
2. Attempt normal operation
3. Observe: not turning on"
ITS-00450,[Incident] Load Balancer - scheduled maintenance overran window,Urgent: Load Balancer - scheduled maintenance overran window. Multiple users reporting similar issues. Environment is Chrome OS.,Incident,Load Balancer,Incident,Low,Low,Closed,DevOps,Chrome OS,Restarted affected services. Verified with user that issue is fixed.,2025-05-13,"1. Open Load Balancer
2. Attempt normal operation
3. Observe: scheduled maintenance overran window"
ITS-00451,[Network] VPN - packet loss,"Hi, I need help. VPN keeps packet loss. Started yesterday. I'm on Ubuntu 22.04.",Network,VPN,Bug,Medium,Medium,In Progress,Network Engineering,Ubuntu 22.04,,2025-01-25,"1. Open VPN
2. Attempt normal operation
3. Observe: packet loss"
ITS-00452,Email Server problem: SSL certificate expired,"Hi, I need help. Email Server keeps SSL certificate expired. Started yesterday. I'm on Ubuntu 22.04.",Incident,Email Server,Incident,Medium,Medium,Closed,Network Engineering,Ubuntu 22.04,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,2025-01-06,"1. Open Email Server
2. Attempt normal operation
3. Observe: SSL certificate expired"
ITS-00453,[Network] Ethernet - slow internet speed,Urgent: Ethernet - slow internet speed. Multiple users reporting similar issues. Environment is Chrome OS.,Network,Ethernet,Question,Medium,Medium,In Progress,DevOps,Chrome OS,,2025-03-17,"1. Open Ethernet
2. Attempt normal operation
3. Observe: slow internet speed"
ITS-00454,Windows plugin not working,Issue with Windows: plugin not working. This is affecting my work. Running on Ubuntu 22.04.,Software,Windows,Question,Medium,Medium,Resolved,Network Engineering,Ubuntu 22.04,Cleared cache and temp files. Verified with user that issue is fixed.,2025-06-26,"1. Open Windows
2. Attempt normal operation
3. Observe: plugin not working"
ITS-00455,[Software] Antivirus - memory leak causing slowdown,Issue with Antivirus: memory leak causing slowdown. This is affecting my work. Running on Ubuntu 22.04.,Software,Antivirus,Question,Medium,Medium,In Progress,DevOps,Ubuntu 22.04,,2025-01-02,"1. Open Antivirus
2. Attempt normal operation
3. Observe: memory leak causing slowdown"
ITS-00456,Web App problem: unauthorized access attempt detected,"Hi, I need help. Web App keeps unauthorized access attempt detected. Started yesterday. I'm on Windows 11.",Incident,Web App,Incident,Medium,Medium,In Progress,IT Operations,Windows 11,,2025-05-25,"1. Open Web App
2. Attempt normal operation
3. Observe: unauthorized access attempt detected"
ITS-00457,Teams memory leak causing slowdown,The Teams has been memory leak causing slowdown for the past few hours. OS: Windows 11. Please help.,Software,Teams,Service Request,High,High,In Progress,Help Desk,Windows 11,,2025-10-23,"1. Open Teams
2. Attempt normal operation
3. Observe: memory leak causing slowdown"
ITS-00458,[Incident] Load Balancer - data sync failure between systems,The Load Balancer has been data sync failure between systems for the past few hours. OS: macOS 14. Please help.,Incident,Load Balancer,Incident,Low,Low,In Progress,Help Desk,macOS 14,,2025-04-03,"1. Open Load Balancer
2. Attempt normal operation
3. Observe: data sync failure between systems"
ITS-00459,Load Balancer problem: disk space critical on production server,Urgent: Load Balancer - disk space critical on production server. Multiple users reporting similar issues. Environment is Chrome OS.,Incident,Load Balancer,Incident,Low,Low,Resolved,Security,Chrome OS,Renewed SSL certificate and redeployed. Verified with user that issue is fixed.,2025-01-17,"1. Open Load Balancer
2. Attempt normal operation
3. Observe: disk space critical on production server"
ITS-00460,[Incident] Load Balancer - SSL certificate expired,"Hi, I need help. Load Balancer keeps SSL certificate expired. Started yesterday. I'm on Chrome OS.",Incident,Load Balancer,Incident,Medium,Medium,In Progress,Network Engineering,Chrome OS,,2025-02-11,"1. Open Load Balancer
2. Attempt normal operation
3. Observe: SSL certificate expired"
ITS-00461,[Hardware] Docking Station - cracked screen,My Docking Station is cracked screen. I've been experiencing this since this morning. Environment: Chrome OS.,Hardware,Docking Station,Question,Medium,Medium,Resolved,Security,Chrome OS,Performed hardware diagnostic. Verified with user that issue is fixed.,2025-04-05,"1. Open Docking Station
2. Attempt normal operation
3. Observe: cracked screen"
