ticket_id,title,title_clean,description,description_clean,category,component,issue_type,severity,status,resolution,resolution_clean,error_codes,quality_score,embedding_text,source,unified_id
ITS-00056,Password MFA not working,Password MFA not working,Urgent: Password - MFA not working. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Urgent: Password - MFA not working. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Account,Password,Question,Medium,In Progress,,,[],1.0,"Title: Password MFA not working
Description: Urgent: Password - MFA not working. Multiple users reporting similar issues. Environment is Ubuntu 22.04.
Category: Account
Component: Password
Severity: Medium",synthetic,U-000055
ITS-00057,Web App problem: failover did not trigger,Web App problem: failover did not trigger,Issue with Web App: failover did not trigger. This is affecting my work. Running on macOS 14.,Issue with Web App: failover did not trigger. This is affecting my work. Running on macOS 14.,Incident,Web App,Incident,Medium,Resolved,Performed manual failover. Verified with user that issue is fixed.,Performed manual failover. Verified with user that issue is fixed.,[],1.0,"Title: Web App problem: failover did not trigger
Description: Issue with Web App: failover did not trigger. This is affecting my work. Running on macOS 14.
Category: Incident
Component: Web App
Severity: Medium",synthetic,U-000056
ITS-00058,Office 365 problem: update failed,Office 365 problem: update failed,"Hi, I need help. Office 365 keeps update failed. Started yesterday. I'm on Windows 10.","Hi, I need help. Office 365 keeps update failed. Started yesterday. I'm on Windows 10.",Software,Office 365,Service Request,High,In Progress,,,"[""365""]",1.0,"Title: Office 365 problem: update failed
Description: Hi, I need help. Office 365 keeps update failed. Started yesterday. I'm on Windows 10.
Category: Software
Component: Office 365
Severity: High",synthetic,U-000057
ITS-00059,[Incident] API Gateway - unauthorized access attempt detected,[Incident] API Gateway - unauthorized access attempt detected,The API Gateway has been unauthorized access attempt detected for the past few hours. OS: Windows 11. Please help.,The API Gateway has been unauthorized access attempt detected for the past few hours. OS: Windows 11. Please help.,Incident,API Gateway,Incident,Medium,In Progress,,,[],1.0,"Title: [Incident] API Gateway - unauthorized access attempt detected
Description: The API Gateway has been unauthorized access attempt detected for the past few hours. OS: Windows 11. Please help.
Category: Incident
Component: API Gateway
Severity: Medium",synthetic,U-000058
ITS-00060,[Software] Teams - memory leak causing slowdown,[Software] Teams - memory leak causing slowdown,The Teams has been memory leak causing slowdown for the past few hours. OS: Windows 10. Please help.,The Teams has been memory leak causing slowdown for the past few hours. OS: Windows 10. Please help.,Software,Teams,Question,Medium,Closed,Reinstalled application. Verified with user that issue is fixed.,Reinstalled application. Verified with user that issue is fixed.,[],1.0,"Title: [Software] Teams - memory leak causing slowdown
Description: The Teams has been memory leak causing slowdown for the past few hours. OS: Windows 10. Please help.
Category: Software
Component: Teams
Severity: Medium",synthetic,U-000059
ITS-00061,Laptop screen flickering,Laptop screen flickering,Urgent: Laptop - screen flickering. Multiple users reporting similar issues. Environment is Chrome OS.,Urgent: Laptop - screen flickering. Multiple users reporting similar issues. Environment is Chrome OS.,Hardware,Laptop,Bug,Low,Open,,,[],1.0,"Title: Laptop screen flickering
Description: Urgent: Laptop - screen flickering. Multiple users reporting similar issues. Environment is Chrome OS.
Category: Hardware
Component: Laptop
Severity: Low",synthetic,U-000060
ITS-00062,Monitor problem: not connecting to docking station,Monitor problem: not connecting to docking station,My Monitor is not connecting to docking station. I've been experiencing this since this morning. Environment: Windows 11.,My Monitor is not connecting to docking station. I've been experiencing this since this morning. Environment: Windows 11.,Hardware,Monitor,Service Request,High,In Progress,,,[],1.0,"Title: Monitor problem: not connecting to docking station
Description: My Monitor is not connecting to docking station. I've been experiencing this since this morning. Environment: Windows 11.
Category: Hardware
Component: Monitor
Severity: High",synthetic,U-000061
ITS-00063,[Network] Ethernet - VPN connection drops,[Network] Ethernet - VPN connection drops,The Ethernet has been VPN connection drops for the past few hours. OS: Windows 10. Please help.,The Ethernet has been VPN connection drops for the past few hours. OS: Windows 10. Please help.,Network,Ethernet,Question,High,Open,,,[],1.0,"Title: [Network] Ethernet - VPN connection drops
Description: The Ethernet has been VPN connection drops for the past few hours. OS: Windows 10. Please help.
Category: Network
Component: Ethernet
Severity: High",synthetic,U-000062
ITS-00064,MFA group membership change needed,MFA group membership change needed,Urgent: MFA - group membership change needed. Multiple users reporting similar issues. Environment is Windows 11.,Urgent: MFA - group membership change needed. Multiple users reporting similar issues. Environment is Windows 11.,Account,MFA,Question,Critical,Open,,,[],1.0,"Title: MFA group membership change needed
Description: Urgent: MFA - group membership change needed. Multiple users reporting similar issues. Environment is Windows 11.
Category: Account
Component: MFA
Severity: Critical",synthetic,U-000063
ITS-00065,[Hardware] Monitor - overheating,[Hardware] Monitor - overheating,My Monitor is overheating. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,My Monitor is overheating. I've been experiencing this since this morning. Environment: Ubuntu 22.04.,Hardware,Monitor,Bug,Medium,Closed,Replaced faulty component. Verified with user that issue is fixed.,Replaced faulty component. Verified with user that issue is fixed.,[],1.0,"Title: [Hardware] Monitor - overheating
Description: My Monitor is overheating. I've been experiencing this since this morning. Environment: Ubuntu 22.04.
Category: Hardware
Component: Monitor
Severity: Medium",synthetic,U-000064
ITS-00066,[Account] MFA - SSO login loop,[Account] MFA - SSO login loop,Urgent: MFA - SSO login loop. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Urgent: MFA - SSO login loop. Multiple users reporting similar issues. Environment is Ubuntu 22.04.,Account,MFA,Bug,Medium,Resolved,Granted appropriate permissions. Verified with user that issue is fixed.,Granted appropriate permissions. Verified with user that issue is fixed.,[],1.0,"Title: [Account] MFA - SSO login loop
Description: Urgent: MFA - SSO login loop. Multiple users reporting similar issues. Environment is Ubuntu 22.04.
Category: Account
Component: MFA
Severity: Medium",synthetic,U-000065
ITS-00067,[Incident] Storage - disk space critical on production server,[Incident] Storage - disk space critical on production server,"Hi, I need help. Storage keeps disk space critical on production server. Started yesterday. I'm on macOS 14.","Hi, I need help. Storage keeps disk space critical on production server. Started yesterday. I'm on macOS 14.",Incident,Storage,Incident,Critical,Resolved,Blocked IP and reviewed access logs. Verified with user that issue is fixed.,Blocked IP and reviewed access logs. Verified with user that issue is fixed.,[],1.0,"Title: [Incident] Storage - disk space critical on production server
Description: Hi, I need help. Storage keeps disk space critical on production server. Started yesterday. I'm on macOS 14.
Category: Incident
Component: Storage
Severity: Critical",synthetic,U-000066
ITS-00068,Laptop problem: battery not charging,Laptop problem: battery not charging,Issue with Laptop: battery not charging. This is affecting my work. Running on Windows 11.,Issue with Laptop: battery not charging. This is affecting my work. Running on Windows 11.,Hardware,Laptop,Service Request,Medium,Open,,,[],1.0,"Title: Laptop problem: battery not charging
Description: Issue with Laptop: battery not charging. This is affecting my work. Running on Windows 11.
Category: Hardware
Component: Laptop
Severity: Medium",synthetic,U-000067
ITS-00069,[Account] SSO - new hire needs account setup,[Account] SSO - new hire needs account setup,Issue with SSO: new hire needs account setup. This is affecting my work. Running on Windows 11.,Issue with SSO: new hire needs account setup. This is affecting my work. Running on Windows 11.,Account,SSO,Bug,High,Resolved,Re-enrolled MFA device. Verified with user that issue is fixed.,Re-enrolled MFA device. Verified with user that issue is fixed.,[],1.0,"Title: [Account] SSO - new hire needs account setup
Description: Issue with SSO: new hire needs account setup. This is affecting my work. Running on Windows 11.
Category: Account
Component: SSO
Severity: High",synthetic,U-000068
ITS-00070,[Hardware] Desktop - USB ports not working,[Hardware] Desktop - USB ports not working,My Desktop is USB ports not working. I've been experiencing this since this morning. Environment: macOS 14.,My Desktop is USB ports not working. I've been experiencing this since this morning. Environment: macOS 14.,Hardware,Desktop,Bug,Low,In Progress,,,[],1.0,"Title: [Hardware] Desktop - USB ports not working
Description: My Desktop is USB ports not working. I've been experiencing this since this morning. Environment: macOS 14.
Category: Hardware
Component: Desktop
Severity: Low",synthetic,U-000069
ITS-00071,[Software] Office 365 - not responding,[Software] Office 365 - not responding,My Office 365 is not responding. I've been experiencing this since this morning. Environment: Windows 11.,My Office 365 is not responding. I've been experiencing this since this morning. Environment: Windows 11.,Software,Office 365,Service Request,Low,In Progress,,,"[""365""]",1.0,"Title: [Software] Office 365 - not responding
Description: My Office 365 is not responding. I've been experiencing this since this morning. Environment: Windows 11.
Category: Software
Component: Office 365
Severity: Low",synthetic,U-000070
ITS-00072,Active Directory problem: account locked out,Active Directory problem: account locked out,My Active Directory is account locked out. I've been experiencing this since this morning. Environment: Windows 11.,My Active Directory is account locked out. I've been experiencing this since this morning. Environment: Windows 11.,Account,Active Directory,Bug,Medium,Open,,,[],1.0,"Title: Active Directory problem: account locked out
Description: My Active Directory is account locked out. I've been experiencing this since this morning. Environment: Windows 11.
Category: Account
Component: Active Directory
Severity: Medium",synthetic,U-000071
